"";"classe 1";"classe 2";"classe 3"
"mba";-0,491;4,002;-1,787
"maternal";0,014;0,044;-0,134
"materialize";6,603;-2,504;-1,787
"masculine";-5,454;8,388;-0,134
"market_s";6,603;-2,504;-1,787
"marker";0,014;1,22;-1,787
"maritime";3,07;-0,472;-1,787
"manipulation";-5,454;0,044;6,489
"madison";-5,454;8,388;-0,134
"lovely";0,014;1,22;-1,787
"liter";2,103;-0,215;-1,489
"linebacker";-1,529;6,152;-1,489
"levi";-4,545;11,982;-1,489
"leukemia";5,502;-2,087;-1,489
"lethal";2,103;-2,087;-0,024
"leninist";-5,454;-2,504;20,155
"legislative";-5,454;-2,504;20,155
"learner";0,308;-0,215;-0,024
"lawmaker";-5,454;-2,504;20,155
"kimmy";-0,82;3,996;-1,191
"khan";-5,454;4,002;0,366
"kamla";-1,529;-2,087;9,209
"kame";-5,454;-2,504;20,155
"jungle";5,502;-2,087;-1,489
"judicial";-5,454;-2,504;20,155
"joseph";-3,636;9,586;-1,191
"jose";-5,454;8,388;-0,134
"jo";-5,454;14,379;-1,787
"jerry";-2,304;0,044;2,485
"jebia";-2,304;8,388;-1,787
"ivy";-2,304;8,388;-1,787
"ivory";4,402;-1,67;-1,191
"iv";5,502;-2,087;-1,489
"irregular";6,603;-2,504;-1,787
"ir";0,014;-0,472;0,366
"intrinsically";6,603;-2,504;-1,787
"intrigue";0,014;0,044;-0,134
"intersect";-2,304;-0,472;6,489
"interrupt";-4,545;-0,215;9,209
"interpreter";3,07;-0,472;-1,787
"interfere";-5,454;4,002;0,366
"insulin";5,502;-2,087;-1,489
"instrumental";-2,304;4,002;-0,134
"installation";6,603;-2,504;-1,787
"innocent";-5,454;-2,504;20,155
"injunction";-4,545;-2,087;16,796
"inflate";0,874;0,044;-1,787
"infinitely";6,603;-2,504;-1,787
"inferior";-0,491;-0,472;2,485
"inefficiency";3,07;-0,472;-1,787
"ind";3,07;-0,472;-1,787
"incumbency";6,603;-2,504;-1,787
"inclusive";-0,491;4,002;-1,787
"incentivize";0,308;0,268;-1,489
"incapable";-0,82;-0,038;1,657
"inaccurate";-4,545;-2,087;16,796
"impeach";-3,636;-1,67;13,436
"illicit";0,014;0,044;-0,134
"ignorance";0,014;-0,472;0,366
"idiosyncratic";5,502;-2,087;-1,489
"ibm";3,07;-0,472;-1,787
"hvac";5,502;-2,087;-1,489
"hurdle";0,874;0,044;-1,787
"ho";-2,727;7,189;-0,893
"hint";3,07;-2,504;-0,134
"hessi";-4,545;0,268;3,884
"hellfire";4,402;-1,67;-1,191
"helium";6,603;-2,504;-1,787
"hearing";-5,454;-2,504;20,155
"hayek";-2,304;8,388;-1,787
"hawkish";-3,636;-1,67;13,436
"harvest";6,603;-2,504;-1,787
"harris";-5,454;0,044;6,489
"guillermo";-2,727;7,189;-0,893
"guild";0,874;-0,472;-0,134
"gu";-0,491;0,044;0,366
"greece";-0,491;4,002;-1,787
"gravitate";0,874;-0,472;-0,134
"graspable";5,502;-2,087;-1,489
"grandkids";-5,454;14,379;-1,787
"grandchild";-0,491;1,22;-0,134
"gpd3";6,603;-2,504;-1,787
"gotham";4,402;-1,67;-1,191
"gore";-5,454;-0,472;12,379
"glimpse";0,009;0,814;-1,191
"gigabyte";6,603;-2,504;-1,787
"gig";2,103;-0,215;-1,489
"geometry";0,014;1,22;-1,787
"geography";0,874;-0,472;-0,134
"geographic";-5,454;4,002;0,366
"geo";6,603;-2,504;-1,787
"genetics";-1,529;2,247;-0,024
"gemini";6,603;-2,504;-1,787
"geithner";-2,304;8,388;-1,787
"geekway";-5,454;14,379;-1,787
"gbd3";6,603;-2,504;-1,787
"gavin";-5,454;-0,472;12,379
"gauge";0,874;-0,472;-0,134
"fundraise";3,07;-2,504;-0,134
"ftx";6,603;-2,504;-1,787
"fringe";-3,636;-1,67;13,436
"frictionless";6,603;-2,504;-1,787
"fortitude";-4,545;11,982;-1,489
"foia";-2,727;-1,252;10,077
"flywheel";6,603;-2,504;-1,787
"fisher";-0,491;4,002;-1,787
"firmly";-2,304;-0,472;6,489
"felony";-4,545;-2,087;16,796
"familia";3,07;-0,472;-1,787
"fallacy";3,07;-0,472;-1,787
"fade";-5,454;0,044;6,489
"exporter";6,603;-2,504;-1,787
"experimentation";-0,491;-2,504;6,489
"exceptionally";0,437;0,022;-0,893
"evident";-2,304;1,22;0,366
"everest";6,603;-2,504;-1,787
"europeans";-4,545;0,268;3,884
"ethan";-5,454;14,379;-1,787
"esteem";-0,82;3,996;-1,191
"epistemic";0,874;0,044;-1,787
"entertain";3,07;-0,472;-1,787
"enslave";-4,545;-2,087;16,796
"encapsulate";0,874;0,044;-1,787
"empathize";-5,454;0,044;6,489
"emmys";-5,454;-2,504;20,155
"emergent";-4,545;11,982;-1,489
"elitist";-0,116;2,247;-1,489
"electorate";-4,545;-2,087;16,796
"einstein";-5,454;4,002;0,366
"effector";4,402;-1,67;-1,191
"effectiveness";0,874;0,044;-1,787
"editable";0,874;-2,504;0,366
"eddie";-4,545;11,982;-1,489
"ec2";6,603;-2,504;-1,787
"driverless";6,603;-2,504;-1,787
"drain";3,07;-2,504;-0,134
"downstream";-0,491;-0,472;2,485
"dorkiness";0,437;0,022;-0,893
"dope";0,874;0,044;-1,787
"donkey";3,07;-0,472;-1,787
"doctrine";-2,304;-2,504;12,379
"dividend";6,603;-2,504;-1,787
"divergence";3,07;-0,472;-1,787
"ditch";6,603;-2,504;-1,787
"dispatch";5,502;-2,087;-1,489
"dislike";-5,454;-2,504;20,155
"dish";0,874;-2,504;0,366
"discriminatory";0,014;0,044;-0,134
"discrepancy";6,603;-2,504;-1,787
"diploma";-2,304;8,388;-1,787
"dino";0,874;0,044;-1,787
"diner";-5,454;8,388;-0,134
"dimensional";3,07;-0,472;-1,787
"difficulty";0,874;-2,504;0,366
"devastate";0,874;-0,472;-0,134
"derek";-2,727;0,022;3,244
"deposition";-1,529;0,268;0,823
"dependency";6,603;-2,504;-1,787
"dent";-2,304;4,002;-0,134
"denial";0,874;0,044;-1,787
"delaware";-3,636;-1,67;13,436
"defer";0,014;-2,504;2,485
"dealer";2,103;-2,087;-0,024
"dawn";3,07;-0,472;-1,787
"darwin";-5,454;14,379;-1,787
"dare";-2,304;-2,504;12,379
"cute";0,874;0,044;-1,787
"custody";0,308;-2,087;0,823
"cuban";-4,545;2,247;0,823
"criterion";3,07;-0,472;-1,787
"crave";6,603;-2,504;-1,787
"coven";-2,304;-2,504;12,379
"coup";-4,545;-0,215;9,209
"counterpart";-2,304;0,044;2,485
"cookie";-5,454;8,388;-0,134
"convolute";-0,491;-0,472;2,485
"convey";0,014;-0,472;0,366
"contentious";-5,454;0,044;6,489
"contemporary";-5,454;4,002;0,366
"considerably";-5,454;14,379;-1,787
"conscientiousness";-4,545;2,247;0,823
"confound";0,014;0,044;-0,134
"computational";6,603;-2,504;-1,787
"comply";3,07;-2,504;-0,134
"compliance";6,603;-2,504;-1,787
"complement";2,103;-0,215;-1,489
"compassionate";-2,304;-0,472;6,489
"compassion";-4,545;-0,215;9,209
"comparable";6,603;-2,504;-1,787
"commonality";0,009;0,814;-1,191
"comm";0,874;-2,504;0,366
"codify";6,603;-2,504;-1,787
"cocktail";-5,454;0,044;6,489
"coachability";6,603;-2,504;-1,787
"clubbers";0,014;1,22;-1,787
"classmate";-4,545;11,982;-1,489
"civics";-4,545;2,247;0,823
"cio";2,103;-0,215;-1,489
"ci";-5,454;-0,472;12,379
"choke";0,014;1,22;-1,787
"chile";-4,545;-2,087;16,796
"childish";-5,454;8,388;-0,134
"chernobyl";-5,454;14,379;-1,787
"chennai";-3,636;3,996;0,01
"checklist";3,07;-2,504;-0,134
"championship";-4,545;2,247;0,823
"cathode";6,603;-2,504;-1,787
"catastrophe";-0,116;0,268;-0,024
"cascade";-5,454;8,388;-0,134
"carp";-0,116;2,247;-1,489
"cargo";-0,116;-0,215;0,823
"capitol";-0,491;-0,472;2,485
"capitalization";6,603;-2,504;-1,787
"camel";-5,454;0,044;6,489
"caffeine";-3,636;9,586;-1,191
"byron";2,103;-0,215;-1,489
"butch";-2,727;7,189;-0,893
"burger";-1,529;6,152;-1,489
"bundle";3,07;-2,504;-0,134
"bull";3,07;-0,472;-1,787
"bu";0,874;-0,472;-0,134
"browser";5,502;-2,087;-1,489
"brookings";-0,82;0,814;0,01
"brainer";5,502;-2,087;-1,489
"brag";0,014;0,044;-0,134
"bounty";-2,304;-2,504;12,379
"boris";-0,491;4,002;-1,787
"boost";0,874;0,044;-1,787
"bolt";-0,116;2,247;-1,489
"bmw";6,603;-2,504;-1,787
"bloody";-5,454;0,044;6,489
"blm";-1,529;-2,087;9,209
"bit";0,874;0,044;-1,787
"beverage";-5,454;4,002;0,366
"bell";-5,454;8,388;-0,134
"behavioral";3,07;-0,472;-1,787
"bedrock";0,874;-0,472;-0,134
"bc";0,014;0,044;-0,134
"backpack";6,603;-2,504;-1,787
"availability";6,603;-2,504;-1,787
"athens";-2,304;8,388;-1,787
"asymmetric";0,874;0,044;-1,787
"asleep";-0,116;2,247;-1,489
"artillery";6,603;-2,504;-1,787
"archive";-5,454;8,388;-0,134
"arch";6,603;-2,504;-1,787
"arbitrage";6,603;-2,504;-1,787
"aramaic";-3,636;9,586;-1,191
"apprenticeship";-5,454;8,388;-0,134
"apprentice";-5,454;4,002;0,366
"apc";-2,304;8,388;-1,787
"anthropologist";0,014;1,22;-1,787
"ant";-0,82;3,996;-1,191
"anon";-0,245;2,001;-0,893
"anode";5,502;-2,087;-1,489
"annuity";6,603;-2,504;-1,787
"annually";3,07;-2,504;-0,134
"androll";6,603;-2,504;-1,787
"ander";3,07;-0,472;-1,787
"ancestor";-4,545;2,247;0,823
"analogous";6,603;-2,504;-1,787
"anabolic";5,502;-2,087;-1,489
"amateur";-1,529;2,247;-0,024
"allude";-2,304;4,002;-0,134
"alan";-2,304;1,22;0,366
"aerial";6,603;-2,504;-1,787
"adaptability";-0,491;4,002;-1,787
"absurd";-0,491;1,22;-0,134
"7s";-2,304;-0,472;6,489
"20x";6,603;-2,504;-1,787
"1920s";-2,304;-2,504;12,379
"16th";-5,454;14,379;-1,787
"10k";0,874;0,044;-1,787
"000x";5,502;-2,087;-1,489
"zoo";-4,545;-0,215;9,209
"zillow";5,502;-2,087;-1,489
"yamanaka";-0,116;0,268;-0,024
"wyoming";-4,545;-0,215;9,209
"wrench";5,502;-2,087;-1,489
"worship";-4,545;2,247;0,823
"worldview";-3,636;9,586;-1,191
"woken";-0,116;-0,215;0,823
"widget";4,402;-1,67;-1,191
"whitehead";-4,545;-2,087;16,796
"whip";-1,529;2,247;-0,024
"whatsapp";3,301;-1,252;-0,893
"wed";-3,636;3,996;0,01
"weaponize";5,502;-2,087;-1,489
"waypoint";0,437;-1,252;0,183
"watt";0,437;0,022;-0,893
"warrant";0,308;-0,215;-0,024
"warhead";1,203;-1,67;0,01
"volatile";-0,116;-2,087;3,884
"vladimir";-4,545;-2,087;16,796
"vitally";2,103;-0,215;-1,489
"visceral";5,502;-2,087;-1,489
"vet";0,308;-0,215;-0,024
"vertiport";5,502;-2,087;-1,489
"valid";2,103;-2,087;-0,024
"vaccinate";-4,545;0,268;3,884
"v1";5,502;-2,087;-1,489
"usmca";-0,82;-1,67;6,132
"upstart";0,308;0,268;-1,489
"upend";0,308;0,268;-1,489
"unsustainable";0,308;-2,087;0,823
"unreliable";0,308;0,268;-1,489
"unrecognizable";-0,116;0,268;-0,024
"unpack";-4,545;6,152;-0,024
"unmatched";5,502;-2,087;-1,489
"unemployment";0,009;-0,038;0,01
"underscore";-1,529;0,268;0,823
"underpin";-4,545;11,982;-1,489
"underperforming";-1,529;6,152;-1,489
"unconventional";-4,545;11,982;-1,489
"uncommon";2,103;-2,087;-0,024
"turkish";1,203;-0,038;-1,191
"turbine";4,402;-1,67;-1,191
"trucker";1,203;-0,038;-1,191
"troll";-1,529;2,247;-0,024
"treasure";-4,545;2,247;0,823
"translator";-3,636;3,996;0,01
"trail";0,308;-0,215;-0,024
"tr";0,308;-0,215;-0,024
"tout";-1,529;-2,087;9,209
"toothbrush";5,502;-2,087;-1,489
"toe";-3,636;9,586;-1,191
"tilt";-4,545;-2,087;16,796
"tide";-4,545;-0,215;9,209
"thermodynamic";3,301;-1,252;-0,893
"tether";5,502;-2,087;-1,489
"testify";-1,529;-0,215;3,884
"testament";-4,545;6,152;-0,024
"tesla_s";5,502;-2,087;-1,489
"tenth";2,103;-2,087;-0,024
"teenage";-1,529;2,247;-0,024
"teen";-1,529;2,247;-0,024
"techrunch";-4,545;11,982;-1,489
"tangible";5,502;-2,087;-1,489
"taliban";-3,636;-0,038;6,132
"taker";-0,82;0,814;0,01
"systematically";0,308;0,268;-1,489
"synonym";0,437;0,022;-0,893
"synapse";5,502;-2,087;-1,489
"switzerland";-4,545;2,247;0,823
"swift";-0,82;3,996;-1,191
"svb";-1,529;2,247;-0,024
"suspicious";-4,545;-2,087;16,796
"suspicion";2,103;-2,087;-0,024
"surreal";0,308;-2,087;0,823
"supersonic";3,301;-1,252;-0,893
"superior";0,308;-2,087;0,823
"sunday";-4,545;6,152;-0,024
"subtitle";-4,545;11,982;-1,489
"substantively";-0,116;0,268;-0,024
"submission";2,103;-2,087;-0,024
"stultify";-4,545;-0,215;9,209
"strictly";-4,545;6,152;-0,024
"streak";-4,545;6,152;-0,024
"stit";-3,636;-1,67;13,436
"steven";-1,529;6,152;-1,489
"steadily";1,203;-1,67;0,01
"statute";-4,545;-2,087;16,796
"stare";-1,529;6,152;-1,489
"starbucks";2,103;-0,215;-1,489
"stalin";-3,636;-1,67;13,436
"stair";-1,529;2,247;-0,024
"stagnant";0,308;-0,215;-0,024
"sprawl";-0,82;-0,038;1,657
"specialist";0,308;-0,215;-0,024
"southeast";2,103;-2,087;-0,024
"soup";-0,116;-0,215;0,823
"socratic";-4,545;11,982;-1,489
"snap";-4,545;6,152;-0,024
"smile";-4,545;11,982;-1,489
"smack";-2,727;0,022;3,244
"slot";4,402;-1,67;-1,191
"slop";-0,116;2,247;-1,489
"slice";4,402;-1,67;-1,191
"slate";0,308;-2,087;0,823
"sketch";2,103;-0,215;-1,489
"singular";0,308;-2,087;0,823
"simpsons";-4,545;11,982;-1,489
"sigma";-4,545;11,982;-1,489
"sid";-0,245;0,022;0,183
"shortcut";2,103;-0,215;-1,489
"shin";-1,529;-2,087;9,209
"sham";-4,545;11,982;-1,489
"sequoia";4,402;-1,67;-1,191
"seminar";-4,545;11,982;-1,489
"selective";-1,529;0,268;0,823
"securitization";1,203;-0,038;-1,191
"sect";-3,636;0,814;1,657
"scramble";5,502;-2,087;-1,489
"scout";-0,116;2,247;-1,489
"scoop";2,103;-0,215;-1,489
"sc";-1,529;6,152;-1,489
"sanctuary";-0,245;-1,252;3,244
"saga";0,437;-1,252;0,183
"sacred";-1,529;0,268;0,823
"ruth";-4,545;11,982;-1,489
"rug";2,103;-2,087;-0,024
"rubio";-4,545;-2,087;16,796
"rub";0,308;-0,215;-0,024
"royal";-0,116;2,247;-1,489
"routine";0,308;0,268;-1,489
"rothschilds";-4,545;11,982;-1,489
"rotary";3,301;-1,252;-0,893
"romantic";-4,545;0,268;3,884
"rocky";-1,529;6,152;-1,489
"ro";-1,529;-0,215;3,884
"rivalry";-3,636;-1,67;13,436
"rightfully";-4,545;-0,215;9,209
"reusable";5,502;-2,087;-1,489
"retention";2,103;-2,087;-0,024
"retailer";5,502;-2,087;-1,489
"restrictive";-3,636;-1,67;13,436
"restrain";-4,545;-2,087;16,796
"respectful";-3,636;-1,67;13,436
"residency";-4,545;6,152;-0,024
"repress";-4,545;-2,087;16,796
"reporter";-4,545;11,982;-1,489
"repopulate";0,308;0,268;-1,489
"repeatable";5,502;-2,087;-1,489
"repeal";-0,116;-2,087;3,884
"renee";2,103;-0,215;-1,489
"rename";-1,529;6,152;-1,489
"remark";2,103;-2,087;-0,024
"relocate";2,103;-0,215;-1,489
"relevance";-1,529;2,247;-0,024
"relay";4,402;-1,67;-1,191
"relativism";-4,545;6,152;-0,024
"reinvigorate";-1,529;6,152;-1,489
"reinvest";5,502;-2,087;-1,489
"regularly";-1,529;-0,215;3,884
"refund";-0,116;2,247;-1,489
"refrigerator";5,502;-2,087;-1,489
"reflective";0,308;-2,087;0,823
"reelect";-3,636;-1,67;13,436
"redundant";2,103;-2,087;-0,024
"redpilled";-1,529;0,268;0,823
"recruiter";2,103;-0,215;-1,489
"reconnect";-0,116;-0,215;0,823
"readout";-0,245;-1,252;3,244
"readiness";-1,529;-2,087;9,209
"rampage";-0,116;-0,215;0,823
"quintessential";2,103;-0,215;-1,489
"quietly";-0,82;0,814;0,01
"quad";1,203;-0,038;-1,191
"psychotherapy";5,502;-2,087;-1,489
"provocator";5,502;-2,087;-1,489
"protective";2,103;-2,087;-0,024
"protectionist";-0,116;0,268;-0,024
"prosper";-0,116;-2,087;3,884
"promulgate";-3,636;-1,67;13,436
"programmable";4,402;-1,67;-1,191
"prod";-0,116;-2,087;3,884
"privately";-4,545;-0,215;9,209
"preview";2,103;-0,215;-1,489
"preventable";-3,636;-1,67;13,436
"presuppose";5,502;-2,087;-1,489
"presumption";-0,116;-0,215;0,823
"presentation";5,502;-2,087;-1,489
"prerequisite";-4,545;0,268;3,884
"predator";2,103;-0,215;-1,489
"precursor";-0,82;-1,67;6,132
"precedent";-1,529;2,247;-0,024
"powder";2,103;-0,215;-1,489
"potato";4,402;-1,67;-1,191
"posture";-1,529;-0,215;3,884
"pompeo";-3,636;-0,038;6,132
"polymathic";5,502;-2,087;-1,489
"polish";0,308;0,268;-1,489
"poetry";-4,545;11,982;-1,489
"playground";-0,82;3,996;-1,191
"plausibly";5,502;-2,087;-1,489
"pitchfork";-2,727;0,022;3,244
"philips";4,402;-1,67;-1,191
"philanthropically";-4,545;6,152;-0,024
"persona";-0,245;2,001;-0,893
"perpetuate";-1,529;-0,215;3,884
"permeate";0,308;0,268;-1,489
"permanency";-3,636;9,586;-1,191
"pennsylvania";-0,116;2,247;-1,489
"penn";-4,545;11,982;-1,489
"peg";5,502;-2,087;-1,489
"peel";2,103;-2,087;-0,024
"pearl";-4,545;0,268;3,884
"pc";3,301;-1,252;-0,893
"patron";0,437;0,022;-0,893
"participation";-1,529;0,268;0,823
"paranoid";-1,529;-2,087;9,209
"parameter";5,502;-2,087;-1,489
"paperback";-3,636;3,996;0,01
"palm";0,308;-2,087;0,823
"pallet";5,502;-2,087;-1,489
"palente";-4,545;6,152;-0,024
"palante";-4,545;2,247;0,823
"packard";0,009;0,814;-1,191
"overvalue";5,502;-2,087;-1,489
"overlook";2,103;-0,215;-1,489
"outreach";1,203;-1,67;0,01
"outdoor";5,502;-2,087;-1,489
"os";5,502;-2,087;-1,489
"organism";4,402;-1,67;-1,191
"opening";-0,82;3,996;-1,191
"onboarding";5,502;-2,087;-1,489
"occasion";-4,545;2,247;0,823
"obscure";-4,545;0,268;3,884
"obama_s";-3,636;-1,67;13,436
"nyt";-0,116;-2,087;3,884
"northern";-4,545;0,268;3,884
"norman";-4,545;11,982;-1,489
"nordstrom";-4,545;-2,087;16,796
"nod";-1,529;-0,215;3,884
"ninth";-4,545;2,247;0,823
"niche";2,103;-0,215;-1,489
"newsome";-4,545;-2,087;16,796
"neurologist";5,502;-2,087;-1,489
"ndaa";-1,529;-2,087;9,209
"nbc";-4,545;11,982;-1,489
"nazism";-4,545;-2,087;16,796
"mysterious";-4,545;11,982;-1,489
"musculoskeletal";5,502;-2,087;-1,489
"murderer";-4,545;-2,087;16,796
"multiplier";5,502;-2,087;-1,489
"muhammad";-4,545;0,268;3,884
"mph";2,103;-0,215;-1,489
"mp3s";4,402;-1,67;-1,191
"morass";0,308;-2,087;0,823
"molecular";0,308;-0,215;-0,024
"module";2,103;-0,215;-1,489
"modular";2,103;-0,215;-1,489
"moderator";0,308;-2,087;0,823
"moderation";-4,545;11,982;-1,489
"mismatch";5,502;-2,087;-1,489
"misfortune";0,308;0,268;-1,489
"militaries";2,103;-0,215;-1,489
"mil";0,308;0,268;-1,489
"migration";-1,529;-2,087;9,209
"migrate";5,502;-2,087;-1,489
"middleman";2,103;-2,087;-0,024
"microprocessor";5,502;-2,087;-1,489
"mic";5,502;-2,087;-1,489
"messenger";-0,116;0,268;-0,024
"meritocratic";-4,545;11,982;-1,489
"mentorship";-4,545;11,982;-1,489
"meek";-4,545;11,982;-1,489
"mcmaster";-3,636;-0,038;6,132
"mcafee";5,502;-2,087;-1,489
"mayhem";-1,529;-2,087;9,209
"maneuver";-1,529;-2,087;9,209
"malt";5,502;-2,087;-1,489
"mackenzie";-4,545;11,982;-1,489
"macarthur";-4,545;-2,087;16,796
"lynch";-4,545;0,268;3,884
"lucriccius";-2,727;7,189;-0,893
"lot_s";-4,545;0,268;3,884
"logistical";5,502;-2,087;-1,489
"lively";-4,545;11,982;-1,489
"linkedin";0,308;0,268;-1,489
"lightning";-3,636;9,586;-1,191
"leninism";-3,636;-1,67;13,436
"legitimacy";-4,545;-0,215;9,209
"legion";-3,636;9,586;-1,191
"leftwing";-4,545;-2,087;16,796
"laziness";-0,82;-0,038;1,657
"lauren";-4,545;-0,215;9,209
"landslide";-4,545;-2,087;16,796
"landlord";2,103;-2,087;-0,024
"kutcher";-4,545;11,982;-1,489
"kingdom";-0,116;2,247;-1,489
"kinetic";-0,116;0,268;-0,024
"kindle";5,502;-2,087;-1,489
"justification";-1,529;-2,087;9,209
"js";2,103;-0,215;-1,489
"jong";-3,636;-1,67;13,436
"jealousy";2,103;-0,215;-1,489
"jason";-1,529;6,152;-1,489
"isas";1,203;-1,67;0,01
"irrelevant";0,308;0,268;-1,489
"irrational";0,308;-0,215;-0,024
"irony";-1,529;6,152;-1,489
"ireland";-4,545;2,247;0,823
"invariably";5,502;-2,087;-1,489
"introduction";-0,116;0,268;-0,024
"internship";-0,116;2,247;-1,489
"intermediary";5,502;-2,087;-1,489
"interim";-0,82;-1,67;6,132
"interdependent";0,009;-0,038;0,01
"intentioned";0,308;-0,215;-0,024
"intentional";-4,545;-0,215;9,209
"intellect";-4,545;0,268;3,884
"intake";2,103;-0,215;-1,489
"instacart";5,502;-2,087;-1,489
"insist";-1,529;-2,087;9,209
"innate";-1,529;6,152;-1,489
"injury";-1,529;6,152;-1,489
"initiate";5,502;-2,087;-1,489
"inflammatory";-0,82;-1,67;6,132
"infect";-4,545;0,268;3,884
"infancy";5,502;-2,087;-1,489
"inevitability";2,103;-0,215;-1,489
"induce";-4,545;-0,215;9,209
"indoctrination";-4,545;11,982;-1,489
"individually";2,103;-0,215;-1,489
"independently";2,103;-2,087;-0,024
"incrementally";4,402;-1,67;-1,191
"incoming";2,103;-0,215;-1,489
"inclusion";-0,116;0,268;-0,024
"incentivized";1,203;-1,67;0,01
"inbev";-4,545;11,982;-1,489
"inability";2,103;-2,087;-0,024
"impulse";-0,116;0,268;-0,024
"imitation";2,103;-2,087;-0,024
"imbalance";-4,545;-2,087;16,796
"hyperlocal";4,402;-1,67;-1,191
"hurry";2,103;-0,215;-1,489
"hungarian";-3,636;3,996;0,01
"hume";-1,529;2,247;-0,024
"hover";5,502;-2,087;-1,489
"hose";2,103;-0,215;-1,489
"hormone";2,103;-0,215;-1,489
"hoodie";-2,727;2,001;0,183
"hollow";-4,545;0,268;3,884
"hogsworth";0,308;0,268;-1,489
"hockey";-1,529;6,152;-1,489
"hiv";1,203;-0,038;-1,191
"hindsight";0,308;0,268;-1,489
"hilarious";5,502;-2,087;-1,489
"hierarchical";0,308;0,268;-1,489
"headache";0,009;-0,038;0,01
"hbs";-4,545;11,982;-1,489
"hawk";-0,116;-2,087;3,884
"hater";-4,545;2,247;0,823
"guilt";-4,545;6,152;-0,024
"guardrail";5,502;-2,087;-1,489
"grill";-0,116;-0,215;0,823
"greeks";-4,545;11,982;-1,489
"gravel";-0,82;0,814;0,01
"grave";-3,636;-0,038;6,132
"grasso";-1,529;2,247;-0,024
"grace";-4,545;6,152;-0,024
"gpd4";4,402;-1,67;-1,191
"gpd";5,502;-2,087;-1,489
"gp1s";2,103;-0,215;-1,489
"goose";-0,116;0,268;-0,024
"ghetto";-4,545;6,152;-0,024
"gerard";-3,636;-0,038;6,132
"geopolitically";5,502;-2,087;-1,489
"galvanize";-4,545;0,268;3,884
"funders";-0,82;-0,038;1,657
"ft";5,502;-2,087;-1,489
"frontline";0,308;-0,215;-0,024
"friedman";-4,545;11,982;-1,489
"fracking";-1,529;-2,087;9,209
"foucault";-4,545;-0,215;9,209
"foreigner";4,402;-1,67;-1,191
"forecast";5,502;-2,087;-1,489
"footstep";-0,116;2,247;-1,489
"fond";-0,116;0,268;-0,024
"fluid";0,308;-2,087;0,823
"flex";-1,529;6,152;-1,489
"flagship";0,009;-0,038;0,01
"firstly";2,103;-0,215;-1,489
"firewall";-4,545;-0,215;9,209
"fingerprint";-1,529;-0,215;3,884
"financials";5,502;-2,087;-1,489
"figma";2,103;-0,215;-1,489
"fermi";-1,529;6,152;-1,489
"fax";0,437;0,022;-0,893
"fascist";-4,545;-0,215;9,209
"fargo";5,502;-2,087;-1,489
"fairy";-0,116;0,268;-0,024
"eyeball";0,308;-0,215;-0,024
"extremism";-4,545;0,268;3,884
"extensive";-1,529;-2,087;9,209
"exquisite";5,502;-2,087;-1,489
"expectancy";0,308;-0,215;-0,024
"exp";2,103;-2,087;-0,024
"exec";2,103;-2,087;-0,024
"exclusive";5,502;-2,087;-1,489
"exclude";-1,529;2,247;-0,024
"examine";-0,116;0,268;-0,024
"evs";2,103;-2,087;-0,024
"escalator";0,009;-0,038;0,01
"epress";-0,116;0,268;-0,024
"epiphany";-1,529;6,152;-1,489
"epicenter";-0,116;0,268;-0,024
"enthusiasm";-0,116;0,268;-0,024
"enlist";-0,116;0,268;-0,024
"endowment";2,103;-2,087;-0,024
"enact";-2,727;-1,252;10,077
"emotionally";-1,529;-0,215;3,884
"embassy";-3,636;-1,67;13,436
"ellison";5,502;-2,087;-1,489
"egregious";0,009;-1,67;1,657
"edison";0,308;0,268;-1,489
"edifice";2,103;-0,215;-1,489
"dye";-3,636;0,814;1,657
"dutch";-4,545;11,982;-1,489
"drastic";-1,529;-0,215;3,884
"dorm";-0,116;2,247;-1,489
"dorky";0,308;0,268;-1,489
"doer";-3,636;3,996;0,01
"documentation";2,103;-2,087;-0,024
"disturb";-4,545;11,982;-1,489
"distrust";0,009;0,814;-1,191
"distraction";-0,116;-2,087;3,884
"distil";-0,116;2,247;-1,489
"dissipate";5,502;-2,087;-1,489
"dissent";-3,636;-1,67;13,436
"disjoint";2,103;-2,087;-0,024
"discretionary";2,103;-2,087;-0,024
"discomfort";0,009;-1,67;1,657
"discharge";5,502;-2,087;-1,489
"directional";2,103;-2,087;-0,024
"diesel";5,502;-2,087;-1,489
"dev";4,402;-1,67;-1,191
"detroit";1,203;-0,038;-1,191
"desperate";-0,116;0,268;-0,024
"designate";-0,245;-1,252;3,244
"desantis";-1,529;-2,087;9,209
"derive";-0,116;2,247;-1,489
"dentistry";0,308;0,268;-1,489
"denigrate";-3,636;3,996;0,01
"demetri";-4,545;-2,087;16,796
"deliberately";-1,529;2,247;-0,024
"delegate";-2,727;-1,252;10,077
"defraud";-1,529;-2,087;9,209
"decoupling";1,203;-0,038;-1,191
"deadline";-3,636;-0,038;6,132
"daycare";-1,529;6,152;-1,489
"dashboard";-0,116;0,268;-0,024
"darkness";-4,545;-2,087;16,796
"daddy";-4,545;6,152;-0,024
"cynic";0,308;0,268;-1,489
"cur";-0,82;3,996;-1,191
"cumulative";2,103;-2,087;-0,024
"culinary";-4,545;11,982;-1,489
"cue";2,103;-2,087;-0,024
"cs";2,103;-0,215;-1,489
"crunch";5,502;-2,087;-1,489
"cruise";2,103;-0,215;-1,489
