"";"classe 1";"classe 2";"classe 3"
"death";-21,612;0,033;28,346
"cover";0,965;-1,781;0,078
"convince";-0,384;8,013;-5,442
"civil";-28,313;-4,355;73,659
"chain";31,115;-19,611;-3,331
"cartel";-2,983;-27,176;59,33
"unique";-1,652;5,254;-0,918
"status";1,476;-12,42;5,652
"plant";49,065;-17,805;-14,033
"oppose";-6,517;-12,281;46,665
"moon";34,665;-18,979;-5,157
"identify";-1,835;-0,002;2,759
"connect";17,095;-7,378;-3,868
"roll";1,189;-0,046;-1,131
"recognize";-8,078;-1,888;23,674
"palunteer";29,618;-8,364;-11,083
"king";-48,167;137,959;-20,15
"generally";-0,032;-0,013;0,115
"era";10,089;-5,582;-1,468
"engine";78,901;-30,263;-21,044
"contract";29,618;-21,165;-2,182
"climate";-0,074;-29,008;37,972
"academic";-9,609;35,734;-7,829
"podcast";-42,505;106,175;-11,737
"lab";60,14;-25,069;-14,317
"evil";-64,693;-0,726;109,772
"chat";13,59;-1,59;-9,073
"bullish";12,714;-3,443;-4,946
"army";51,082;-21,966;-11,62
"address";0,015;-11,85;12,847
"mental";-26,778;-9,507;90,041
"iterate";43,073;-14,219;-13,748
"elite";-36,815;12,35;11,543
"border";-20,982;-18,979;103,294
"block";3,529;-21,165;7,594
"weapon";21,138;-16,148;-1,221
"trend";22,791;-8,364;-6,428
"stage";10,29;-3,955;-2,737
"rise";-0,84;-9,507;19,635
"pessimism";-76,394;172,502;-14,867
"offer";9,719;-0,763;-7,597
"north";-34,861;-1,888;72,298
"macro";13,657;-1,109;-10,549
"event";-4,24;-2,804;18,157
"directly";3,783;-13,883;2,989
"bureaucracy";-1,979;-18,45;40,035
"bright";-16,775;34,167;-2,165
"align";-2,951;-0,619;8,373
"achieve";-16,436;10,899;1,529
"uber";10,726;-0,899;-8,194
"region";-17,622;-1,691;40,904
"labor";0,585;-23,47;18,862
"honestly";0,587;1,797;-5,585
"dream";-5,356;37,978;-15,457
"crypto";-0,973;-20,628;37,148
"creative";0,585;0,275;-2,182
"art";-29,938;86,684;-12,914
"western";-51,196;10,689;24,549
"ukraine";-6,177;-18,587;58,149
"shape";1,446;3,607;-12,159
"prime";0,29;-7,745;5,652
"notice";-3,287;9,338;-1,344
"innovate";12,48;-2,222;-6,658
"florida";-23,072;0,079;29,174
"broad";16,233;-14,583;-0,417
"steal";-0,053;-23,877;31,036
"star";-7,607;27,781;-5,942
"range";46,02;-15,478;-14,387
"morning";-35,011;105,815;-16,997
"main";3,143;-9,507;1,529
"effective";12,525;-16,638;0,048
"drink";-10,415;42,981;-10,717
"direct";16,538;-15,71;-0,285
"valuable";40,25;-12,469;-13,748
"plane";31,193;-12,396;-7,938
"fill";25,489;-9,181;-7,356
"executive";-26,009;-0,65;48,044
"disagree";-51,196;27,022;8,201
"committee";-41,525;-15,478;142,062
"amazon";38,898;-12,394;-12,9
"unit";51,246;-24,246;-10,019
"religion";-58,153;40,774;4,562
"intellectual";-30,813;40,454;-0,091
"element";-4,539;-18,979;52,609
"deeply";-14,038;7,042;2,477
"card";28,8;-13,509;-5,713
"therapy";65,063;-26,5;-16,005
"talented";-7,589;55,784;-23,274
"senior";-13,663;27,781;-1,751
"professional";-1,188;16,293;-9,492
"navy";1,001;4,126;-11,496
"fully";0,425;-0,394;-0,009
"enjoy";-38,782;122,224;-21,044
"democracy";-53,202;-4,973;122,794
"bubble";11,652;-4,835;-2,792
"body";21,585;-11,712;-3,271
"majority";-8,365;-11,712;51,053
"logistic";61,527;-19,567;-20,448
"liberal";-45,509;-7,278;119,626
"insane";1,77;-12,065;4,774
"impossible";0,583;-3,22;1,078
"fan";-35,191;20,112;4,774
"expand";24,621;-22,249;-0,609
"cyber";23,322;-15,222;-2,27
"compare";3,529;-0,883;-1,471
"cloud";61,902;-25,527;-14,965
"screw";1,5;-6,54;1,736
"robotics";63,481;-21,793;-19,388
"quote";-35,011;21,841;3,85
"predict";36,816;-18,61;-6,405
"picture";8,092;-0,612;-6,407
"movie";-26,9;39,435;-0,418
"extraordinary";-8,365;18,809;-1,603
"crush";6,829;-0,076;-7,874
"conflict";-10,998;-20,628;78,544
"compute";76,068;-28,852;-20,584
"ally";-12,399;-20,364;82,345
"humanity";0,419;2,783;-6,642
"foundation";-4,46;15,489;-3,09
"east";-38,214;3,076;29,608
"corporate";-26,796;0,694;27,519
"arm";1,559;-5,483;1,113
"strike";-2,729;-1,836;11,773
"relative";3,682;-0,612;-2,049
"recruit";-0,418;20,247;-16,888
"personal";-12,399;13,265;0,055
"owner";19,173;-6,068;-6,405
"moderate";-62,831;-8,952;160,242
"ll";5,774;0,017;-8,97
"generate";58,29;-23,012;-14,965
"transform";8,249;-1,335;-4,661
"simply";-0,144;-4,712;7,862
"layer";65,682;-28,014;-15,124
"homeless";-47,837;-11,673;142,062
"elect";-63,744;-14,71;186,076
"edge";25,157;-9,725;-6,642
"defend";-30,112;-2,38;67,084
"cynicism";-63,599;161,07;-18,363
"cold";-15,716;-4,915;50,581
"citizen";-33,965;-0,179;54,48
"cash";27,17;-9,853;-7,777
"bet";14,094;-3,992;-5,26
"specifically";9,027;-13,509;0,173
"soviet";-28,5;-25,111;138,61
"pressure";-8,415;-13,509;55,203
"popular";-10,782;15,477;-0,133
"neural";71,65;-27,176;-19,388
"gain";22,055;-23,423;-0,11
"election";-59,976;-21,37;201,926
"ban";-37,17;-8,284;107,367
"voice";-33,121;29,9;0,825
"total";5,179;-5,036;-0,073
"submit";36,733;-23,575;-3,746
"spacex";57,213;-20,223;-16,888
"satellite";54,718;-18,916;-16,578
"restaurant";-2,298;23,297;-11,776
"release";10,964;-8,617;-0,564
"member";-17,352;-0,016;25,865
"honest";-15,453;10,332;1,404
"foreign";-25,386;-7,954;81,758
"evidence";-9,048;0;12,812
"encourage";-29,576;11,944;7,362
"aspect";1,252;-19,012;11,543
"traditional";0,003;0,017;-0,043
"task";23,632;-12,396;-3,832
"search";30,049;-6,197;-14,537
"screen";31,391;-9,971;-10,445
"planet";17,921;-5,109;-6,646
"metric";25,511;-12,056;-4,997
"green";-0,61;2,882;-0,833
"gas";10,346;-12,894;0,005
"combine";33,302;-10,662;-10,989
"carry";6,667;0;-9,366
"south";-43,741;4,45;31,013
"rare";0,576;-0,215;-0,159
"poverty";-20,645;-6,981;68,247
"function";7,091;-11,315;0,234
"fear";-7,123;0,116;7,841
"document";7,285;-2,581;-2,145
"criminal";-50,072;-22,622;183,9
"commercial";60,165;-20,961;-18,065
"campaign";-38,039;-3,498;87,482
"uk";-20,656;-0,572;38,663
"payment";41,005;-25,501;-4,545
"marketplace";35,713;-9,853;-13,657
"margin";34,82;-17,806;-5,928
"highly";7,817;-5,109;-0,758
"fuel";54,109;-25,082;-10,945
"entrepreneurship";-33,965;101,535;-16,005
"constantly";3,073;-1,96;-0,319
"audience";-13,966;25,542;-1,081
"adversary";3,865;-23,451;8,494
"technological";30,441;-19,415;-3,158
"secret";5,581;-2,157;-1,473
"rocket";32,966;-13,946;-7,683
"reactor";64,195;-23,158;-18,492
"officer";-17,027;19,664;0,009
"loop";36,733;-12,056;-11,8
"leverage";34,82;-13,565;-9,099
"honor";-47,564;96,973;-6,166
"grant";-1,79;0,929;0,296
"foot";26,978;-10,569;-6,997
"famous";-11,782;34,535;-5,26
"estate";28,125;-5,596;-13,95
"discover";18,93;-3,831;-9,28
"attract";0,269;0,503;-1,917
"artist";-4,667;34,569;-14,498
"algorithm";23,932;-18,916;-1,201
"africa";-3,663;-3,044;17,343
"accelerate";15,18;-3,742;-6,405
"struggle";-10,195;16,316;-0,344
"phase";12,077;-7,51;-1,339
"oil";7,903;-9,498;0
"hardware";62,381;-23,993;-16,578
"handle";5,581;-15,222;2,026
"gdp";46,278;-24,828;-7,176
"feed";14,419;-12,028;-0,564
"sue";0,576;-13,28;9,298
"sport";-36,292;86,995;-8,733
"reduce";21,228;-17,694;-0,833
"press";-3,266;2,882;0,094
"potentially";12,633;-8,617;-1,081
"listener";3,433;-0,29;-2,615
"liberty";-28,313;-1,75;60,132
"gap";7,115;-0,123;-7,777
"currency";9,758;-11,861;0,001
"content";0,577;0,004;-0,941
"basis";6,115;-2,362;-1,617
"venezuela";-23,876;-13,28;95,145
"spread";-0,254;-0,184;1,131
"sleep";-10,571;33,223;-5,695
"separate";-0,334;0;0,48
"innovative";7,235;-8,952;0,002
"fee";36,757;-22,208;-4,38
"factory";46,764;-17,287;-13,072
"commit";-18,476;0,179;21,591
"character";-26,876;45,586;-1,349
"careful";-19,209;-0,215;32,587
"boy";-21,415;35,704;-0,962
"aircraft";50,83;-18,486;-14,498
"website";5,697;0,35;-12,086
"signal";5,063;-1,271;-2,104
"senate";-45,769;-15,222;150,436
"loan";20,926;-5,425;-8,461
"dig";12,503;-2,358;-6,428
"component";22,429;-14,832;-2,104
"competitive";28,33;-15,222;-4,38
"automate";38,908;-14,614;-10,661
"accountable";-30,601;-11,296;104,327
"virtue";-40,397;69,144;-2,145
"suddenly";1,015;-2,796;0,38
"stack";47,84;-15,408;-15,686
"scientist";20,028;-3,892;-10,094
"round";16,763;-3,831;-7,516
"remind";-21,483;23,803;0,047
"promise";2,008;-0,788;-0,52
"present";-1,879;17,305;-8,302
"nonprofit";-3,663;0,586;2,084
"mayor";-49,044;2,014;45,969
"interact";-0,136;5,011;-3,955
"impressive";0,576;2,007;-5,938
"frustrate";-7,942;8,158;0,063
"faith";-39,25;62,98;-1,349
"dei";-31,69;-1,769;66,068
"competitor";17,967;-7,627;-4,166
"camp";-24,975;-13,428;98,176
"90s";-2,854;7,594;-0,962
"tiny";26,22;-9,498;-7,516
"table";16,329;-3,284;-8,039
"prove";0,06;0,328;-0,833
"pandemic";-4,015;-3,071;18,316
"ocean";48,2;-16,475;-14,795
"musk";-24,588;45,853;-2,104
"immigration";-26,449;-1,946;58,077
"expert";4,476;-0,014;-5,692
"discussion";1,946;0,043;-3,541
"capitalist";0,018;-1,769;1,65
"campus";-35,832;59,864;-1,631
"box";4,984;-2,594;-0,821
"architecture";54,109;-17,287;-17,894
"wire";0;2,007;-2,318
"visit";-46,459;85,639;-3,746
"transition";6,683;-2,359;-1,976
"regulator";-0,741;-15,261;27,641
"quarter";10,061;-1,336;-6,324
"productive";25,275;-10,939;-5,695
"print";44,357;-17,694;-11,229
"mode";49,284;-19,312;-12,78
"mindset";-11,665;34,771;-5,454
"merit";-22,37;-3,625;59,012
"justice";-51,776;-1,946;101,183
"gotta";-10,842;10,234;0,197
"factor";18,588;-8,443;-3,885
"extent";-6,369;-6,981;34,362
"economics";-2,405;20,333;-9,28
"dozen";12,077;-4,724;-3,139
"doge";-29,75;2,954;21,304
"device";48,646;-17,661;-13,904
"crime";-25,627;-12,894;98,12
"construction";39,955;-15,01;-10,945
"breakthrough";25,061;-6,526;-10,094
"america_s";-27,723;9,511;8,474
"accountability";-12,984;-9,498;58,077
"wage";3,249;-2,359;-0,227
"shock";-4,456;-0,154;8,601
"regulate";12,404;-18,899;0,28
"quick";9,412;-3,831;-2,318
"pilot";22,002;-4,654;-10,452
"passionate";-17,624;38,224;-2,943
"motivate";-14,789;39,948;-5,215
"mentor";-34,959;81,137;-7,516
"introduce";-17,677;33,467;-1,631
"influence";-23,876;-0,073;37,173
"illegal";-40,397;-19,725;152,867
"host";-32,348;39,948;-0,009
"finish";-11,201;53,593;-15,686
"entrepreneurial";-16,22;51,572;-9,006
"constitution";-49,044;-5,425;117,573
"client";9,653;-0,93;-6,997
"travel";-6,369;26,053;-6,428
"tank";32,667;-19,404;-4,055
"shareholder";4,568;-14,454;2,504
"obsess";2,42;1,504;-10,094
"net";43,868;-19,821;-9,248
"map";28,771;-12,127;-6,74
"joke";-14,203;21,437;-0,294
"japan";-35,41;-4,165;86,125
"hot";16,02;-3,364;-7,651
"hell";0,013;0,009;-0,055
"fighter";4,568;-1,183;-1,849
"enemy";-8,152;-6,204;37,108
"emerge";-0,164;-0,036;0,471
"autonomy";22,474;-13,823;-2,562
"authority";-25,627;-12,894;98,12
"afford";0,805;1,5;-5,728
"switch";15,523;-4,095;-6,182
"score";17,723;-2,829;-10,094
"radar";43,712;-16,905;-11,534
"production";37,862;-21,489;-5,215
"primary";-3,59;-0,655;9,786
"phd";-1,764;22,593;-12,78
"palanteer";14,327;-4,165;-5,215
"mr";-32,85;47,617;-0,452
"mhm";-3,663;19,278;-6,182
"mar";2,166;-0,715;-0,692
"insight";7,467;-2,144;-2,751
"ideology";-35,937;-0,003;51,597
"genius";-4,21;1,752;1,005
"empower";-7,242;4,405;0,849
"electronic";53,17;-18,987;-15,505
"electric";50,966;-18,154;-14,908
"dr";-45,403;109,984;-11,323
"diversity";-28,572;31,233;0,085
"wonderful";-20,656;64,509;-10,945
"tribe";-22,349;-2,435;53,393
"stupid";-7,242;-9,836;43,51
"site";0,244;-1,211;0,367
"reward";2,121;-2,615;0,001
"progressive";-36,372;-8,377;106,111
"performance";15,941;-9,144;-2,145
"notion";-2,425;-10,607;28,946
"mother";-36,827;85,481;-7,92
"mass";19,138;-15,665;-0,821
"heavy";20,368;-8,038;-5,232
"heart";-5,625;2,588;1,152
"hang";-4,015;21,073;-6,74
"dramatically";31,739;-7,844;-13,365
"detail";7,467;-0,788;-5,215
"advice";-7,474;18,893;-2,145
"admire";-47,223;56,027;0,002
"wealthy";-14,789;0,71;13,356
"summer";-12,834;26,7;-1,812
"shut";3,86;-6,204;0,134
"series";0,133;-0,001;-0,167
"naturally";16,388;-8,443;-2,751
"match";8,536;-2,365;-3,252
"lock";0,793;-2,144;0,28
"exercise";3,951;0,394;-9,248
"count";-0,115;-1,183;2,504
"controversial";-43,614;51,721;0,002
"contribute";-1,207;0,875;0,085
"commerce";23,6;-12,048;-4,03
"chairman";-44,492;37,83;1,576
"bitcoin";3,468;-22,152;8,353
"biology";22,227;-8,75;-5,728
"billionaire";-6,46;11,808;-0,499
"animal";15,85;-4,797;-5,545
"abuse";-28,888;-0,072;44,565
"straight";-0,473;0,071;0,28
"spirit";-26,312;63,81;-6,587
"responsibility";-33,649;-1,735;69,19
"possibly";-5,625;0,564;4,012
"pattern";18,83;-8,393;-4,055
"lift";-0,044;10,591;-10,742
"license";27,667;-12,643;-5,728
"legacy";-10,197;20,354;-1,205
"determine";9,328;-1,156;-6,063
"democratic";-47,329;-4,956;112,037
"color";-5,923;32,377;-10,742
"approve";16,867;-13,428;-0,821
"angry";-38,181;6,605;20,734
"user";27,54;-14,784;-4,266
"transparency";-2,425;-5,572;19,435
"thought";-36,827;6,236;20,261
"steve";-7,011;29,246;-7,383
"spot";13,535;-2,829;-6,485
"scientific";-0,038;-0,751;1,368
"physic";40,331;-10,607;-16,102
"originally";-0,508;2,614;-0,821
"mobile";52,886;-20,059;-14,311
"mix";6,416;-0,751;-4,282
"lie";-5,137;9,827;-0,499
"heat";10,749;-19,222;0,737
"dumb";-0,962;-6,204;14,939
"confident";0,052;5,71;-8,19
"ceos";-2,183;16,111;-6,74
"authoritarian";-19,378;-16,489;92,749
"apple";17,937;-4,956;-6,851
"annoy";-11,498;1,061;8,474
"afghanistan";-35,047;-2,144;74,289
"spectrum";-2,299;-1,048;8,474
"significant";6,85;-6,526;-0,115
"review";4,049;-1,017;-1,683
"prior";23,91;-10,231;-5,479
"police";-22,679;-2,15;52,506
"personally";-6,695;0,022;8,474
"optimize";40,629;-13,649;-12,718
"obama";-38,181;-5,749;98,779
"legislation";-10,02;-21,315;76,82
"invite";-14,615;35,935;-3,831
"image";6,787;-11,084;0,265
"equal";-5,137;-1,183;14,984
"curve";31,831;-11,65;-9,008
"combination";1,349;0,022;-2,378
"closely";-3,965;0,521;2,504
"chief";-8,323;21,218;-2,454
"brother";-17,582;58,654;-11,032
"article";-4,893;14,373;-2,197
"adopt";-0,103;-5,886;9,065
"accept";-8,937;17,37;-0,935
"web";32,667;-10,231;-11,032
"title";-1,242;-0,129;2,935
"terrorist";-13,168;-18,154;79,727
"son";-26,312;74,012;-10,452
"publish";-3,527;12,665;-2,648
"pain";16,177;-7,335;-3,391
"expose";-10,842;21,896;-1,349
"conservative";-31,017;-8,393;95,174
"condition";5,821;-2,858;-1,067
"central";1,752;-7,685;2,053
"broadly";-0,349;-2,365;5,612
"bold";-15,35;3,719;6,57
"storage";47,001;-20,896;-10,163
"salary";2,634;2,056;-12,126
"neighborhood";-8,743;10,994;-0,007
"lean";-0,071;0,022;0,025
"international";-16,058;2,347;9,605
"institute";-31,498;14,532;6,421
"horrible";-13,977;9,106;1,368
"forever";11,986;-4,537;-3,252
"easily";32,667;-14,454;-7,116
"carbon";44,808;-17,321;-11,83
"burn";2,7;0,138;-5,545
"aware";-2,945;0,521;1,576
"70s";-11,339;-1,93;30,312
"scenario";4,049;-3,693;-0,094
"represent";-12,568;-0,159;21,565
"prepare";-1,358;-0,618;5,001
"pace";24,713;-11,472;-4,987
"organize";0,119;-2,615;1,804
"multi";40,629;-18,57;-8,408
"massively";9,758;-8,038;-0,406
"file";-0,016;-13,556;17,157
"environmental";-3,719;-20,896;52,506
"cure";49,865;-20,478;-12,126
"cross";0,041;-0,86;0,587
"biotech";21,294;-3,969;-11,032
"apartment";-1,747;14,786;-6,752
"80s";-7,011;0,394;6,077
"wind";14,454;-6,643;-2,965
"wide";13,538;-1,723;-8,688
"skeptical";-3,527;6,998;-0,406
"rock";-0,41;-0,098;1,209
"religious";-43,683;48,013;0,115
"pre";23,738;-13,248;-3,391
"mid";1,412;0,157;-3,391
"message";-18,453;-0,002;26,506
"iraq";-28,398;-11,084;98,779
"historically";5,245;-1,723;-1,683
"gun";10,391;-3,778;-2,965
"enormous";10,061;-11,084;-0,025
"earn";5,391;0,007;-8,13
"dinner";-23,513;58,993;-6,587
"consequence";0,029;-13,556;14,344
"barrier";18,537;-11,084;-2,265
"bar";4,82;-0,018;-6,063
"ball";-3,929;0,35;2,935
"announce";1,438;1,501;-7,576
"activity";0,236;-3,969;2,504
"studio";-13,772;1,506;9,473
"moral";-25,794;-1,512;54,247
"la";-5,4;21,218;-4,987
"interface";42,107;-12,847;-14,609
"integrate";24,506;-5,63;-10,942
"immigrant";-43,683;25,279;5,761
"homelessness";-30,614;-5,428;82,765
"hollywood";-40,038;0,458;46,003
"helpful";-0,006;0,372;-0,321
"exact";-0,239;-1,723;4,013
"embrace";-16,052;2,378;9,531
"dignity";-33,581;-1,949;70,505
"developer";21,804;-10,312;-4,266
"covid";0,388;-14,051;11,046
"connection";-0,061;9,775;-9,585
"complete";-0,052;-2,15;3,463
"blood";8,472;-3,592;-1,968
"alpha";-0,908;18,119;-12,126
"admit";-29,73;11,857;7,528
"wisdom";-27,528;20,888;1,633
"wear";-14,523;41,915;-6,208
"vertical";19,894;-5,964;-7,025
"teenager";-17,897;42,108;-4,037
"shop";4,271;-3,778;-0,121
"response";-6,227;-1,336;17,782
"racist";-41,861;7,491;22,261
"possibility";19,187;-8,377;-4,266
"politically";-45,506;-13,248;143
"percentage";6,35;-3,497;-0,933
"peace";-12,456;5,64;2,617
"paypal";0,587;3,892;-9,296
"neuron";21,918;-6,317;-8,045
"missile";30,777;-16,073;-5,034
"metal";45,46;-18,804;-10,942
"maintain";2,7;-16,905;6,276
"deficit";25,513;-9,545;-7,025
"decentralize";0,384;-19,222;16,131
"daughter";-31,856;71,958;-6,208
"corporation";-1,637;-8,012;21,051
"conference";-15,286;37,65;-4,03
"classic";-21,848;7,228;6,957
"christian";-40,038;5,435;24,887
"boat";13,448;-8,893;-1,262
"baby";-8,377;33,693;-8,148
"aggressive";-4,649;-2,401;17,986
"virus";-1,637;-14,374;31,692
"trial";31,7;-12,847;-7,852
"staff";4,82;-0,58;-3,176
"scott";-7,736;35,676;-10,056
"promote";-24,606;0,651;25,177
"prevent";3,081;-5,749;0,265
"portfolio";19,187;-2,646;-11,83
"independent";-8,743;3,054;2,617
"hide";-20,198;-0,827;39,991
"guide";-2,386;12,973;-4,283
"floor";-0,794;4,001;-1,233
"fake";0,092;-0,381;0,096
"describe";-1,97;4,734;-0,478
"dentist";8,38;-0,608;-6,726
"date";-7,925;20,248;-2,353
"confront";-16,052;2,378;9,531
"comment";-9,031;0,458;8,043
"bio";29,909;-9,674;-9,761
"behavior";-0,974;-0,827;4,658
"suffer";-16,078;17,41;0,057
"strength";-3,039;-1,317;10,987
"remove";-1,242;-0,129;2,935
"recent";-13,086;-0,827;27,904
"provider";39,933;-16,905;-9,296
"offense";25,497;-10,461;-6,208
"intuition";27,552;-9,164;-8,721
"frontier";13,248;-2,69;-6,479
"explore";0,221;1,506;-3,568
"exchange";3,746;-8,012;0,592
"empire";-27,087;0,328;30,927
"efficiency";31,831;-11,65;-9,008
"discipline";0,383;5,048;-10,056
"default";5,288;-4,973;-0,099
"david";-27,087;76,636;-10,942
"curriculum";-19,378;52,832;-7,025
"chicago";-26,208;28,195;0,105
"category";-4,649;2,731;0,592
"capacity";12,403;-3,592;-4,531
"boom";43,712;-14,374;-14,012
"analogy";18,949;-9,164;-3,568
"adult";-13,086;33,822;-4,03
"acquire";29,621;-9,928;-9,296
"academia";-2,626;17,41;-6,752
"square";11,951;-2,952;-5,034
"senator";-35,398;2,11;30,167
"ride";-0,012;0,479;-0,383
"quantum";30,598;-11,921;-7,995
"protection";-0,203;-17,967;26,312
"previous";0,225;-8,012;6,276
"perform";-0,181;0,328;-0,013
"nonsense";-25,332;-3,592;64,526
"magazine";-6,494;24,367;-5,402
"immediately";-0,525;-9,164;17,157
"identity";-11,645;0,81;9,473
"gpt";40,427;-15,657;-10,647
"fraud";-13,026;-10,857;61,761
"economist";-19,378;16,254;0,737
"domain";23,456;-9,674;-5,669
"discuss";-13,026;2,787;6,137
"decline";-2,626;0,81;0,901
"copy";1,161;2,11;-8,148
"comfortable";-0,071;5,824;-5,288
"censor";-26,208;-5,3;73,554
"ccp";-29,392;-13,147;107,541
"capable";6,996;-3,778;-1,071
"app";24,506;-9,164;-6,752
"workforce";4,535;-2,69;-0,565
"strategic";2,268;-16,489;6,827
"passion";-0,021;6,036;-6,208
"original";-1,423;0,458;0,467
"narrow";8,047;-1,72;-3,794
"mountain";8,047;-1,72;-3,794
"morgan";-15,348;46,675;-7,577
"invent";14,972;-3,221;-7,025
"initiative";-11,645;-7,29;48,723
"inequality";-18,104;1,842;12,837
"ii";-3,683;-11,253;34,998
"happiness";-8,506;20,181;-1,976
"gift";-12,994;29,818;-2,682
"germany";-8,874;-5,879;38,03
"feature";6,35;-1,72;-2,47
"extra";13,608;-8,012;-1,725
"exception";3,856;-18,804;5,609
"belief";-20,642;1,813;15,5
"avoid";11,951;-2,952;-5,034
"associate";2,464;1,251;-9,466
"arena";0,221;1,506;-3,568
"administrative";-21,226;-18,804;103,491
"acquisition";45,164;-17,13;-12,221
"wise";0,596;2,11;-6,208
"winner";1,212;-3,715;0,612
"suggest";-0,016;-1,131;1,7
"seal";-5,684;17,394;-2,853
"sea";-3,92;-2,225;15,753
"ridiculous";-2,796;-8,408;26,312
